S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
7580,04/07/2020,Rajasthan,19052,3331,15281,440
7581,05/07/2020,Rajasthan,19532,3445,15640,447
7582,06/07/2020,Rajasthan,20164,3780,15928,456
7583,07/07/2020,Rajasthan,20688,3949,16278,461
7584,08/07/2020,Rajasthan,21404,4357,16575,472
7585,09/07/2020,Rajasthan,22063,4715,16866,482
7586,10/07/2020,Rajasthan,22563,5002,17070,491
7587,11/07/2020,Rajasthan,23174,5057,17620,497
7588,12/07/2020,Rajasthan,23748,5376,17869,503
7589,13/07/2020,Rajasthan,24392,5779,18103,510
7590,14/07/2020,Rajasthan,24936,5781,18630,525
7591,15/07/2020,Rajasthan,25571,5885,19161,525
7592,16/07/2020,Rajasthan,26437,6405,19502,530
7593,17/07/2020,Rajasthan,27174,6666,19970,538
7594,18/07/2020,Rajasthan,27789,6617,20626,546
7595,19/07/2020,Rajasthan,28500,6803,21144,553
7596,20/07/2020,Rajasthan,29434,7145,21730,559
7597,21/07/2020,Rajasthan,30390,7627,22195,568
7598,22/07/2020,Rajasthan,31373,8052,22744,577
7599,23/07/2020,Rajasthan,32334,8387,23364,583
7600,24/07/2020,Rajasthan,33220,8811,23815,594
7601,25/07/2020,Rajasthan,34178,9029,24547,602
7602,26/07/2020,Rajasthan,35298,9379,25306,613
7603,27/07/2020,Rajasthan,35909,9935,25353,621
7604,28/07/2020,Rajasthan,36878,10124,26123,631
7605,29/07/2020,Rajasthan,38514,10668,27202,644
7606,30/07/2020,Rajasthan,38964,10745,27569,650
7607,31/07/2020,Rajasthan,40145,11097,28385,663
7608,01/08/2020,Rajasthan,41298,11589,29035,674
7609,02/08/2020,Rajasthan,42646,11979,29977,690
7610,03/08/2020,Rajasthan,43804,12391,30710,703
7611,04/08/2020,Rajasthan,44975,12802,31458,715
7612,05/08/2020,Rajasthan,46679,13115,32832,732
7613,06/08/2020,Rajasthan,47272,12678,33849,745
7614,07/08/2020,Rajasthan,48996,13108,35131,757
7615,08/08/2020,Rajasthan,50157,13195,36195,767
7616,09/08/2020,Rajasthan,51328,13387,37163,778
7617,10/08/2020,Rajasthan,52497,13473,38235,789
7618,11/08/2020,Rajasthan,53670,13810,39060,800
7619,12/08/2020,Rajasthan,54887,13677,40399,811
7620,13/08/2020,Rajasthan,56100,13630,41648,822
7621,14/08/2020,Rajasthan,57414,14762,41819,833
7622,15/08/2020,Rajasthan,58692,13949,43897,846
7623,16/08/2020,Rajasthan,59979,13863,45254,862
7624,17/08/2020,Rajasthan,61296,13816,46604,876
7625,18/08/2020,Rajasthan,62630,14089,47654,887
7626,19/08/2020,Rajasthan,63977,14119,48960,898
7627,20/08/2020,Rajasthan,65289,14416,49963,910
7628,21/08/2020,Rajasthan,66619,14508,51190,921
7629,22/08/2020,Rajasthan,67954,14525,52496,933
7630,23/08/2020,Rajasthan,69264,14176,54144,944
7631,24/08/2020,Rajasthan,70609,14330,55324,955
7632,25/08/2020,Rajasthan,71955,14388,56600,967
7633,26/08/2020,Rajasthan,73325,14219,58126,980
7634,27/08/2020,Rajasthan,74670,14099,59579,992
7635,28/08/2020,Rajasthan,76015,14425,60585,1005
7636,29/08/2020,Rajasthan,77370,14320,62033,1017
7637,30/08/2020,Rajasthan,78777,14776,62971,1030
7638,31/08/2020,Rajasthan,80227,14091,65093,1043
7639,01/09/2020,Rajasthan,81693,13825,66812,1056
7640,02/09/2020,Rajasthan,83163,13970,68124,1069
7641,03/09/2020,Rajasthan,84674,12919,70674,1081
7642,04/09/2020,Rajasthan,86227,13912,71220,1095
7643,05/09/2020,Rajasthan,87797,14790,71899,1108
7644,06/09/2020,Rajasthan,89363,14996,73245,1122
7645,07/09/2020,Rajasthan,90956,14958,74861,1137
7646,08/09/2020,Rajasthan,92536,14958,76427,1151
7647,09/09/2020,Rajasthan,94126,15090,77872,1164
7648,10/09/2020,Rajasthan,95736,15108,79450,1178
7649,11/09/2020,Rajasthan,97376,15702,80482,1192
7650,12/09/2020,Rajasthan,99036,15859,81970,1207
7651,13/09/2020,Rajasthan,100705,16582,82902,1221
7652,14/09/2020,Rajasthan,102408,16654,84518,1236
7653,15/09/2020,Rajasthan,104138,16726,86162,1250
7654,16/09/2020,Rajasthan,105898,16761,87873,1264
7655,17/09/2020,Rajasthan,107680,17049,89352,1279
7656,18/09/2020,Rajasthan,109473,17495,90685,1293
7657,19/09/2020,Rajasthan,111290,17717,92265,1308
7658,20/09/2020,Rajasthan,113124,17997,93805,1322
7659,21/09/2020,Rajasthan,114989,18184,95469,1336
7660,22/09/2020,Rajasthan,116881,18245,97284,1352
7661,23/09/2020,Rajasthan,118793,18614,98812,1367
7662,24/09/2020,Rajasthan,120739,18992,100365,1382
7663,25/09/2020,Rajasthan,122720,18993,102330,1397
7664,26/09/2020,Rajasthan,124730,19030,104288,1412
7665,27/09/2020,Rajasthan,126775,19355,105994,1426
7666,28/09/2020,Rajasthan,128859,19700,107718,1441
7667,29/09/2020,Rajasthan,130971,20043,109472,1456
7668,30/09/2020,Rajasthan,133119,20376,111272,1471
7669,01/10/2020,Rajasthan,135292,20581,113225,1486
7670,02/10/2020,Rajasthan,137485,20807,115178,1500
7671,03/10/2020,Rajasthan,139696,20942,117238,1516
7672,04/10/2020,Rajasthan,141846,21075,119241,1530
7673,05/10/2020,Rajasthan,144030,21154,121331,1545
7674,06/10/2020,Rajasthan,146195,21215,123421,1559
7675,07/10/2020,Rajasthan,148316,21294,125448,1574
7676,08/10/2020,Rajasthan,150467,21351,127526,1590
7677,09/10/2020,Rajasthan,152605,21382,129618,1605
7678,10/10/2020,Rajasthan,154785,21398,131766,1621
7679,11/10/2020,Rajasthan,156908,21354,133918,1636
7680,12/10/2020,Rajasthan,159052,21412,135990,1650
7681,13/10/2020,Rajasthan,161184,21671,137848,1665
7682,14/10/2020,Rajasthan,163219,21924,139616,1679
7683,15/10/2020,Rajasthan,165240,21711,141835,1694
7684,16/10/2020,Rajasthan,167279,21587,143984,1708
7685,17/10/2020,Rajasthan,169289,21381,146185,1723
7686,18/10/2020,Rajasthan,171281,21255,148291,1735
7687,19/10/2020,Rajasthan,173266,21139,150379,1748
7688,20/10/2020,Rajasthan,175226,20893,152573,1760
7689,21/10/2020,Rajasthan,177123,20254,155095,1774
7690,22/10/2020,Rajasthan,178933,19185,157960,1788
7691,23/10/2020,Rajasthan,180755,18341,160614,1800
7692,24/10/2020,Rajasthan,182570,17775,162981,1814
7693,25/10/2020,Rajasthan,184422,17100,165496,1826
7694,26/10/2020,Rajasthan,186243,16668,167736,1839
7695,27/10/2020,Rajasthan,188048,16233,169962,1853
7696,28/10/2020,Rajasthan,189844,15949,172028,1867
7697,29/10/2020,Rajasthan,191629,15708,174044,1877
7698,30/10/2020,Rajasthan,193419,15554,175977,1888
7699,31/10/2020,Rajasthan,195213,15251,178064,1898
7700,01/11/2020,Rajasthan,196993,15102,179984,1907
7701,02/11/2020,Rajasthan,198747,15255,181575,1917
7702,03/11/2020,Rajasthan,200495,15889,182680,1926
7703,04/11/2020,Rajasthan,202220,16385,183899,1936
7704,05/11/2020,Rajasthan,203990,16323,185722,1945
7705,06/11/2020,Rajasthan,205800,16301,187544,1955
7706,07/11/2020,Rajasthan,207597,16277,189354,1966
7707,08/11/2020,Rajasthan,209438,16327,191132,1979
7708,09/11/2020,Rajasthan,211310,16376,192945,1989
7709,10/11/2020,Rajasthan,213169,16542,194629,1998
7710,11/11/2020,Rajasthan,215071,16725,196338,2008
7711,12/11/2020,Rajasthan,217151,16993,198139,2019
7712,13/11/2020,Rajasthan,219327,17352,199943,2032
7713,14/11/2020,Rajasthan,221471,17657,201770,2044
7714,15/11/2020,Rajasthan,223633,18053,203524,2056
7715,16/11/2020,Rajasthan,225817,18337,205414,2066
7716,17/11/2020,Rajasthan,227986,18684,207224,2078
7717,18/11/2020,Rajasthan,230180,19033,209058,2089
7718,19/11/2020,Rajasthan,232358,19478,210779,2101
7719,20/11/2020,Rajasthan,234907,20168,212623,2116
7720,21/11/2020,Rajasthan,237669,20923,214616,2130
7721,22/11/2020,Rajasthan,240676,21951,216579,2146
7722,23/11/2020,Rajasthan,243936,23190,218583,2163
7723,24/11/2020,Rajasthan,247168,24116,220871,2181
7724,25/11/2020,Rajasthan,250482,25197,223085,2200
7725,26/11/2020,Rajasthan,253767,26320,225229,2218
7726,27/11/2020,Rajasthan,256947,27302,227408,2237
7727,28/11/2020,Rajasthan,260040,28183,229602,2255
7728,29/11/2020,Rajasthan,262805,28751,231780,2274
7729,30/11/2020,Rajasthan,265386,28758,234336,2292
7730,01/12/2020,Rajasthan,268063,28653,237098,2312
7731,02/12/2020,Rajasthan,270410,27974,240105,2331
7732,03/12/2020,Rajasthan,272400,26710,243340,2350
7733,04/12/2020,Rajasthan,274486,25544,246572,2370
7734,05/12/2020,Rajasthan,276420,24318,249713,2389
7735,06/12/2020,Rajasthan,278496,23176,252911,2409
7736,07/12/2020,Rajasthan,280585,22427,255729,2429
7737,08/12/2020,Rajasthan,282512,21671,258393,2448
7738,09/12/2020,Rajasthan,284116,20875,260773,2468
7739,10/12/2020,Rajasthan,285627,19792,263350,2485
7740,24/05/2020,Sikkim,1,1,0,0
7741,25/05/2020,Sikkim,1,1,0,0
7742,26/05/2020,Sikkim,1,1,0,0
7743,27/05/2020,Sikkim,1,1,0,0
7744,28/05/2020,Sikkim,1,1,0,0
7745,29/05/2020,Sikkim,1,1,0,0
7746,30/05/2020,Sikkim,1,1,0,0
7747,31/05/2020,Sikkim,1,1,0,0
7748,01/06/2020,Sikkim,1,1,0,0
7749,02/06/2020,Sikkim,1,1,0,0
7750,03/06/2020,Sikkim,1,1,0,0
7751,04/06/2020,Sikkim,2,2,0,0
7752,05/06/2020,Sikkim,2,2,0,0
7753,06/06/2020,Sikkim,3,3,0,0
7754,07/06/2020,Sikkim,7,7,0,0
7755,08/06/2020,Sikkim,7,7,0,0
7756,09/06/2020,Sikkim,7,7,0,0
7757,10/06/2020,Sikkim,13,13,0,0
7758,11/06/2020,Sikkim,13,13,0,0
7759,12/06/2020,Sikkim,14,12,2,0
7760,13/06/2020,Sikkim,63,61,2,0
7761,14/06/2020,Sikkim,63,59,4,0
7762,15/06/2020,Sikkim,68,64,4,0
7763,16/06/2020,Sikkim,68,64,4,0
7764,17/06/2020,Sikkim,70,66,4,0
7765,18/06/2020,Sikkim,70,66,4,0
7766,19/06/2020,Sikkim,70,65,5,0
7767,20/06/2020,Sikkim,70,65,5,0
7768,21/06/2020,Sikkim,70,45,25,0
7769,22/06/2020,Sikkim,78,53,25,0
7770,23/06/2020,Sikkim,78,49,29,0
7771,24/06/2020,Sikkim,79,50,29,0
7772,25/06/2020,Sikkim,84,45,39,0
7773,26/06/2020,Sikkim,85,46,39,0
7774,27/06/2020,Sikkim,86,47,39,0
7775,28/06/2020,Sikkim,87,41,46,0
7776,29/06/2020,Sikkim,88,39,49,0
7777,30/06/2020,Sikkim,88,38,50,0
7778,01/07/2020,Sikkim,89,37,52,0
7779,02/07/2020,Sikkim,101,48,53,0
7780,03/07/2020,Sikkim,102,49,53,0
7781,04/07/2020,Sikkim,102,49,53,0
7782,05/07/2020,Sikkim,103,45,58,0
7783,06/07/2020,Sikkim,123,62,61,0
7784,07/07/2020,Sikkim,125,60,65,0
7785,08/07/2020,Sikkim,125,55,70,0
7786,09/07/2020,Sikkim,133,62,71,0
7787,10/07/2020,Sikkim,134,62,72,0
7788,11/07/2020,Sikkim,134,54,80,0
7789,12/07/2020,Sikkim,151,71,80,0
7790,13/07/2020,Sikkim,153,72,81,0
7791,14/07/2020,Sikkim,192,106,86,0
7792,15/07/2020,Sikkim,209,122,87,0
7793,16/07/2020,Sikkim,220,133,87,0
7794,17/07/2020,Sikkim,243,155,88,0
7795,18/07/2020,Sikkim,266,176,90,0
7796,19/07/2020,Sikkim,275,185,90,0
7797,20/07/2020,Sikkim,283,191,92,0
7798,21/07/2020,Sikkim,305,213,92,0
7799,22/07/2020,Sikkim,330,222,108,0
7800,23/07/2020,Sikkim,438,326,112,0
7801,24/07/2020,Sikkim,460,338,122,0
7802,25/07/2020,Sikkim,477,335,142,0
7803,26/07/2020,Sikkim,499,357,142,0
7804,27/07/2020,Sikkim,545,397,148,0
7805,28/07/2020,Sikkim,555,380,174,1
7806,29/07/2020,Sikkim,579,392,186,1
7807,30/07/2020,Sikkim,596,397,198,1
7808,31/07/2020,Sikkim,610,395,214,1
7809,01/08/2020,Sikkim,639,407,231,1
7810,02/08/2020,Sikkim,650,380,269,1
7811,03/08/2020,Sikkim,658,368,289,1
7812,04/08/2020,Sikkim,688,390,297,1
7813,05/08/2020,Sikkim,783,483,299,1
7814,06/08/2020,Sikkim,800,496,303,1
7815,07/08/2020,Sikkim,829,475,353,1
7816,08/08/2020,Sikkim,854,447,406,1
7817,09/08/2020,Sikkim,860,389,470,1
7818,10/08/2020,Sikkim,866,371,494,1
7819,11/08/2020,Sikkim,910,399,510,1
7820,12/08/2020,Sikkim,913,378,534,1
7821,13/08/2020,Sikkim,930,379,550,1
7822,14/08/2020,Sikkim,931,349,581,1
7823,15/08/2020,Sikkim,1080,456,623,1
7824,16/08/2020,Sikkim,1148,486,661,1
7825,17/08/2020,Sikkim,1167,493,673,1
7826,18/08/2020,Sikkim,1187,485,701,1
7827,19/08/2020,Sikkim,1207,450,755,2
7828,20/08/2020,Sikkim,1232,440,789,3
7829,21/08/2020,Sikkim,1290,460,827,3
7830,22/08/2020,Sikkim,1336,499,834,3
7831,23/08/2020,Sikkim,1381,507,871,3
7832,24/08/2020,Sikkim,1403,529,871,3
7833,25/08/2020,Sikkim,1446,509,934,3
7834,26/08/2020,Sikkim,1475,418,1054,3
7835,27/08/2020,Sikkim,1486,407,1076,3
7836,28/08/2020,Sikkim,1542,388,1151,3
7837,29/08/2020,Sikkim,1576,389,1184,3
7838,30/08/2020,Sikkim,1602,404,1195,3
7839,31/08/2020,Sikkim,1627,404,1220,3
7840,01/09/2020,Sikkim,1652,424,1225,3
7841,02/09/2020,Sikkim,1670,429,1237,4
7842,03/09/2020,Sikkim,1704,431,1269,4
7843,04/09/2020,Sikkim,1738,430,1304,4
7844,05/09/2020,Sikkim,1843,509,1329,5
7845,06/09/2020,Sikkim,1901,549,1347,5
7846,07/09/2020,Sikkim,1910,534,1371,5
7847,08/09/2020,Sikkim,1939,538,1396,5
7848,09/09/2020,Sikkim,1958,538,1413,7
7849,10/09/2020,Sikkim,1989,553,1429,7
7850,11/09/2020,Sikkim,2009,532,1470,7
7851,12/09/2020,Sikkim,2026,532,1486,8
7852,13/09/2020,Sikkim,2055,541,1503,11
7853,14/09/2020,Sikkim,2086,567,1505,14
7854,15/09/2020,Sikkim,2119,582,1521,16
7855,16/09/2020,Sikkim,2173,464,1690,19
7856,17/09/2020,Sikkim,2221,480,1722,19
7857,18/09/2020,Sikkim,2274,463,1789,22
7858,19/09/2020,Sikkim,2303,422,1857,24
7859,20/09/2020,Sikkim,2423,426,1972,25
7860,21/09/2020,Sikkim,2472,469,1975,28
7861,22/09/2020,Sikkim,2528,513,1986,29
7862,23/09/2020,Sikkim,2594,556,2009,29
7863,24/09/2020,Sikkim,2628,575,2023,30
7864,25/09/2020,Sikkim,2692,607,2054,31
7865,26/09/2020,Sikkim,2785,679,2075,31
7866,27/09/2020,Sikkim,2833,705,2097,31
7867,28/09/2020,Sikkim,2871,692,2146,33
7868,29/09/2020,Sikkim,2896,698,2164,34
7869,30/09/2020,Sikkim,2937,667,2235,35
7870,01/10/2020,Sikkim,3012,672,2303,37
7871,02/10/2020,Sikkim,3050,636,2375,39
7872,03/10/2020,Sikkim,3092,642,2409,41
7873,04/10/2020,Sikkim,3131,640,2448,43
7874,05/10/2020,Sikkim,3174,649,2480,45
7875,06/10/2020,Sikkim,3191,598,2547,46
7876,07/10/2020,Sikkim,3216,580,2587,49
7877,08/10/2020,Sikkim,3234,570,2615,49
7878,09/10/2020,Sikkim,3246,545,2650,51
7879,10/10/2020,Sikkim,3278,504,2721,53
7880,11/10/2020,Sikkim,3321,450,2816,55
7881,12/10/2020,Sikkim,3359,384,2920,55
7882,13/10/2020,Sikkim,3366,384,2925,57
7883,14/10/2020,Sikkim,3417,344,3014,59
7884,15/10/2020,Sikkim,3459,325,3075,59
7885,16/10/2020,Sikkim,3500,312,3129,59
7886,17/10/2020,Sikkim,3531,295,3177,59
7887,18/10/2020,Sikkim,3567,275,3233,59
7888,19/10/2020,Sikkim,3597,272,3265,60
7889,20/10/2020,Sikkim,3601,263,3276,62
7890,21/10/2020,Sikkim,3643,254,3326,63
7891,22/10/2020,Sikkim,3677,253,3361,63
7892,23/10/2020,Sikkim,3727,254,3410,63
7893,24/10/2020,Sikkim,3770,242,3465,63
7894,25/10/2020,Sikkim,3819,266,3490,63
7895,26/10/2020,Sikkim,3835,246,3525,64
7896,27/10/2020,Sikkim,3840,245,3530,65
7897,28/10/2020,Sikkim,3863,262,3534,67
7898,29/10/2020,Sikkim,3875,263,3545,67
7899,30/10/2020,Sikkim,3893,268,3558,67
7900,31/10/2020,Sikkim,3913,254,3591,68
7901,01/11/2020,Sikkim,3940,251,3617,72
7902,02/11/2020,Sikkim,3958,234,3651,73
7903,03/11/2020,Sikkim,3967,239,3655,73
7904,04/11/2020,Sikkim,4004,271,3660,73
7905,05/11/2020,Sikkim,4067,254,3740,73
7906,06/11/2020,Sikkim,4093,240,3778,75
7907,07/11/2020,Sikkim,4144,283,3786,75
7908,08/11/2020,Sikkim,4195,314,3805,76
7909,09/11/2020,Sikkim,4245,273,3894,78
7910,10/11/2020,Sikkim,4257,268,3910,79
7911,11/11/2020,Sikkim,4308,305,3923,80
7912,12/11/2020,Sikkim,4344,291,3971,82
7913,13/11/2020,Sikkim,4368,264,4019,85
7914,14/11/2020,Sikkim,4415,293,4036,86
7915,15/11/2020,Sikkim,4456,296,4073,87
7916,16/11/2020,Sikkim,4498,284,4125,89
7917,17/11/2020,Sikkim,4521,293,4137,91
7918,18/11/2020,Sikkim,4548,312,4144,92
7919,19/11/2020,Sikkim,4577,300,4182,95
7920,20/11/2020,Sikkim,4609,296,4218,95
7921,21/11/2020,Sikkim,4632,265,4271,96
7922,22/11/2020,Sikkim,4691,289,4304,98
7923,23/11/2020,Sikkim,4722,278,4345,99
7924,24/11/2020,Sikkim,4736,230,4406,100
7925,25/11/2020,Sikkim,4777,238,4437,102
7926,26/11/2020,Sikkim,4819,236,4481,102
7927,27/11/2020,Sikkim,4871,268,4501,102
7928,28/11/2020,Sikkim,4908,264,4541,103
7929,29/11/2020,Sikkim,4967,288,4572,107
7930,30/11/2020,Sikkim,4985,268,4609,108
7931,01/12/2020,Sikkim,4989,248,4632,109
7932,02/12/2020,Sikkim,5031,284,4637,110
7933,03/12/2020,Sikkim,5072,300,4661,111
7934,04/12/2020,Sikkim,5100,320,4669,111
7935,05/12/2020,Sikkim,5147,358,4677,112
7936,06/12/2020,Sikkim,5168,367,4686,115
7937,07/12/2020,Sikkim,5197,387,4695,115
7938,08/12/2020,Sikkim,5203,371,4715,117
7939,09/12/2020,Sikkim,5215,363,4735,117
7940,10/12/2020,Sikkim,5239,368,4754,117
7941,12/03/2020,State assignment pending,0,0,0,0
7942,13/03/2020,State assignment pending,0,0,0,0
7943,14/03/2020,State assignment pending,0,0,0,0
7944,15/03/2020,State assignment pending,0,0,0,0
7945,16/03/2020,State assignment pending,0,0,0,0
7946,17/03/2020,State assignment pending,0,0,0,0
7947,18/03/2020,State assignment pending,0,0,0,0
7948,19/03/2020,State assignment pending,0,0,0,0
7949,20/03/2020,State assignment pending,0,0,0,0
7950,21/03/2020,State assignment pending,0,0,0,0
7951,22/03/2020,State assignment pending,0,0,0,0
7952,23/03/2020,State assignment pending,0,0,0,0
7953,24/03/2020,State assignment pending,0,0,0,0
7954,25/03/2020,State assignment pending,0,0,0,0
7955,26/03/2020,State assignment pending,0,0,0,0
7956,27/03/2020,State assignment pending,0,0,0,0
7957,28/03/2020,State assignment pending,0,0,0,0
7958,29/03/2020,State assignment pending,0,0,0,0
7959,30/03/2020,State assignment pending,0,0,0,0
7960,31/03/2020,State assignment pending,38,38,0,0
7961,03/04/2020,State assignment pending,18,18,,
7962,01/05/2020,State assignment pending,291,291,0,0
7963,02/05/2020,State assignment pending,179,179,0,0
7964,03/05/2020,State assignment pending,124,124,0,0
7965,16/05/2020,State assignment pending,230,230,0,0
7966,17/05/2020,State assignment pending,290,290,0,0
7967,18/05/2020,State assignment pending,410,410,0,0
7968,19/05/2020,State assignment pending,814,814,0,0
7969,20/05/2020,State assignment pending,1096,1096,0,0
7970,21/05/2020,State assignment pending,1403,1403,0,0
7971,22/05/2020,State assignment pending,1620,1620,0,0
7972,23/05/2020,State assignment pending,1899,1899,0,0
7973,24/05/2020,State assignment pending,2338,2338,0,0
7974,25/05/2020,State assignment pending,2642,2642,0,0
7975,26/05/2020,State assignment pending,2970,2970,0,0
7976,27/05/2020,State assignment pending,4013,4013,0,0
7977,28/05/2020,State assignment pending,4332,4332,0,0
7978,29/05/2020,State assignment pending,4673,4673,0,0
7979,30/05/2020,State assignment pending,5043,5043,0,0
7980,31/05/2020,State assignment pending,5491,5491,0,0
7981,01/06/2020,State assignment pending,5630,5630,0,0
7982,02/06/2020,State assignment pending,6414,6414,0,0
7983,03/06/2020,State assignment pending,7123,7123,0,0
7984,04/06/2020,State assignment pending,7483,7483,0,0
7985,05/06/2020,State assignment pending,7610,7610,0,0
7986,06/06/2020,State assignment pending,8192,8192,0,0
7987,07/06/2020,State assignment pending,8605,8605,0,0
7988,08/06/2020,State assignment pending,9189,9189,0,0
7989,09/06/2020,State assignment pending,8803,8803,0,0
7990,10/06/2020,State assignment pending,9227,9227,0,0
7991,11/06/2020,State assignment pending,8931,8931,0,0
7992,12/06/2020,State assignment pending,8315,8315,0,0
7993,13/06/2020,State assignment pending,7984,7984,0,0
7994,14/06/2020,State assignment pending,7436,7436,0,0
7995,15/06/2020,State assignment pending,6972,6972,0,0
7996,16/06/2020,State assignment pending,7684,7684,0,0
7997,17/06/2020,State assignment pending,8273,8273,0,0
7998,18/06/2020,State assignment pending,8703,8703,0,0
7999,19/06/2020,State assignment pending,8927,8927,0,0
8000,20/06/2020,State assignment pending,9265,9265,0,0
8001,21/06/2020,State assignment pending,9127,9127,0,0
8002,22/06/2020,State assignment pending,7832,7832,0,0
8003,23/06/2020,State assignment pending,8015,8015,0,0
8004,24/06/2020,State assignment pending,8141,8141,0,0
8005,25/06/2020,State assignment pending,8493,8493,0,0
8006,26/06/2020,State assignment pending,8123,8123,0,0
8007,27/06/2020,State assignment pending,8023,8023,0,0
8008,28/06/2020,State assignment pending,7839,7839,0,0
8009,29/06/2020,State assignment pending,7285,7285,0,0
8010,30/06/2020,State assignment pending,7004,7004,0,0
8011,01/07/2020,State assignment pending,6915,6915,0,0
8012,02/07/2020,State assignment pending,6832,6832,0,0
8013,03/07/2020,State assignment pending,6031,6031,0,0
8014,04/07/2020,State assignment pending,4999,4999,0,0
8015,05/07/2020,State assignment pending,4629,4629,0,0
8016,06/07/2020,State assignment pending,4913,4913,0,0
8017,07/07/2020,State assignment pending,5034,5034,0,0
8018,08/07/2020,State assignment pending,5018,5018,0,0
8019,09/07/2020,State assignment pending,4385,4385,0,0
8020,10/07/2020,State assignment pending,4161,4161,0,0
8021,11/07/2020,State assignment pending,3416,3416,0,0
8022,12/07/2020,State assignment pending,3024,3024,0,0
8023,13/07/2020,State assignment pending,2358,2358,0,0
8024,14/07/2020,State assignment pending,2179,2179,0,0
8025,15/07/2020,State assignment pending,1524,1524,0,0
8026,16/07/2020,State assignment pending,1285,1285,0,0
8027,17/07/2020,State assignment pending,531,531,0,0
8028,18/07/2020,State assignment pending,163,163,0,0
8029,12/03/2020,Tamil Nadu,1,1,0,0
8030,13/03/2020,Tamil Nadu,1,1,0,0
8031,14/03/2020,Tamil Nadu,1,1,0,0
8032,15/03/2020,Tamil Nadu,1,1,0,0
8033,16/03/2020,Tamil Nadu,1,1,0,0
8034,17/03/2020,Tamil Nadu,1,1,0,0
8035,18/03/2020,Tamil Nadu,1,1,0,0
8036,19/03/2020,Tamil Nadu,2,1,1,0
8037,20/03/2020,Tamil Nadu,3,2,1,0
8038,21/03/2020,Tamil Nadu,3,2,1,0
8039,22/03/2020,Tamil Nadu,7,6,1,0
8040,23/03/2020,Tamil Nadu,9,8,1,0
8041,24/03/2020,Tamil Nadu,12,11,1,0
8042,25/03/2020,Tamil Nadu,15,14,1,0
8043,26/03/2020,Tamil Nadu,26,24,1,1
8044,27/03/2020,Tamil Nadu,29,27,1,1
8045,28/03/2020,Tamil Nadu,40,37,2,1
8046,29/03/2020,Tamil Nadu,42,39,2,1
